0.5113	0.0767	0.3445	0.0675	5.78881
0.5279	0.0766	0.3326	0.0629	5.80807
0.5418	0.0764	0.3219	0.0599	5.82492
0.5553	0.0762	0.3113	0.0572	5.84160
0.5699	0.0760	0.2992	0.0549	5.86074
0.5849	0.0758	0.2878	0.0515	5.87875
0.6033	0.0757	0.2744	0.0466	5.90048
0.6304	0.0754	0.2525	0.0417	5.93539
1.0000	0.0000	0.0000	0.0000	6.04604
