1		0		0		0	0	6.046	0
0.738684	0.0730995	0.156509	0	0.0284666	6.06468	0
0.685563	0.0734546	0.206818	0	0.033313	5.99748	0
0.641774	0.0741996	0.245269	0	0.0377506	5.93640	0
0.604384	0.0745612	0.274199	0	0.0433747	5.87520	0
0.571352	0.0743097	0.299955	0	0.0506554	5.83018	0
0.540855	0.0752786	0.322035	0	0.0571381	5.79182	0
0.515964	0.075906	0.338537	0	0.0642763	5.76332	0
0.493327	0.0761534	0.352189	0	0.0720263	5.73575	0
0.471692	0.0749699	0.367391	0	0.0787188	5.70024	0
0.449199	0.07515		0.380052	0	0.0886498	5.6817	0
0.497674	0.0644518	0.435659	0	0.00221558	5.5901	0
0.467982	0.0674187	0.457169	0	0.00742951	5.566	0
0.44266	0.066614	0.476672	0	0.0140542	5.5312	0
0.417573	0.0673883	0.49278	0	0.0222581	5.5077	0
0.394067	0.0683365	0.505852	0	0.0317445	5.4899	0
0.372332	0.0690029	0.516384	0	0.0422808	5.4750	0
0.351377	0.0699354	0.524939	0	0.0537489	5.4646	0
0.331122	0.0709736	0.531981	0	0.0659235	5.4570	0
0.311716	0.0718868	0.537798	0	0.0785995	5.4509	0
0.29321	0.0727385	0.542397	0	0.091654	5.4466	0
