2.5825e-04 	0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000
0.0000000	2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04
0.0000000	2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04
0.0000000	2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04
0.0000000	2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04
0.0000000	2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04
0.0000000	2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04
0.0000000	2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04
0.0000000	2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04
0.0000000	2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04
0.0000000	2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04
