1		0		0		0	0		6.046	0
0.738684	0.0730995	0.156509	0	0.0284666	6.0646	0
0.685563	0.0734546	0.206818	0	0.033313	5.9974	0
0.641774	0.0741996	0.245269	0	0.0377506	5.9364	0
0.604384	0.0745612	0.274199	0	0.0433747	5.8752	0
0.571352	0.0743097	0.299955	0	0.0506554	5.8301	0
0.540855	0.0752786	0.322035	0	0.0571381	5.7918	0
0.515964	0.075906	0.338537	0	0.0642763	5.7633	0
0.493327	0.0761534	0.352189	0	0.0720263	5.7357	0
0.471692	0.0749699	0.367391	0	0.0787188	5.7002	0
0.449199	0.07515		0.380052	0	0.0886498	5.6817	0
0.221015	0.0774189	0.550101	0	0.151465	5.4519	0
0.205874	0.078548	0.550945	0	0.164633	5.4549	0
0.191089	0.079665	0.551858	0	0.177388	5.4577	0
0.176811	0.0807929	0.552728	0	0.189667	5.4607	0
0.163171	0.0819518	0.553466	0	0.201411	5.4640	0
0.150153	0.0831309	0.554174	0	0.212542	5.4674	0
0.137679	0.0843006	0.555062	0	0.222958	5.4705	0
0.125687	0.0854302	0.556337	0	0.232546	5.4728	0
0.114177	0.0865086	0.558091	0	0.241223	5.4742	0
0.103202	0.0875487	0.560291	0	0.248957	5.4747	0
