0.94373	0.0562697	2.66788e-34	0	2.62958e-34	0	0
0.943701	0.0562974	1.26548e-06	0	0	0	0
0.941341	0.0580132	0.000646141	0	0	0	0
0.91975	0.058246	0.0219915	0	1.26493e-05	0	0
0.838385	0.0577441	0.10255	0	0.00132067	0	0
0.760011	0.0591103	0.173717	0	0.00716217	0	0
0.695008	0.0606604	0.227376	0	0.0169562	0	0
0.637325	0.0628515	0.270244	0	0.0295793	0	0
0.530592	0.0672015	0.341685	0	0.0605212	0	0
0.433208	0.072142	0.399668	0	0.0949823	0	0
0.341329	0.0773242	0.451058	0	0.130289	0	0
0.255219	0.0823045	0.498391	0	0.164085	0	0
0.178649	0.087146	0.540906	0	0.193299	0	0
0.116191	0.0915195	0.574996	0	0.217293	0	0
